Resume,Price,Location,Bedrooms,Bathrooms,Area,Link,Contact,Listing Time
HUGE OFFER 1BHK WITH BALCONY KHAN SHARJAH,"30,000 AED/year","Sarab Tower, Al Khan, Sharjah",1,2,850 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-khan-sarab-tower-13541676.html,tel:+971565068828,Listed 7 days ago
Brand New//Ready to Move//fully Gated Community,"45,000 AED/year","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,1,600 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-al-mamsha-souks-residential-13157927.html,tel:+971565083181,Listed 1 month ago
LIVING NEXT TO WYNN CASINO - 3 BR - SEAVIEW,"119,000 AED/year","Pullman Resort Marjan Island, Al Marjan Island, Ras Al Khaimah",3,3,"1,885 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-marjan-island-pullman-resort-marjan-island-13383353.html,tel:+971565029358,Listed 27 days ago
two-bedroom apartment now available,"36,000 AED/year","Al Jurf 3, Al Jurf, Ajman Downtown, Ajman",2,2,"1,200 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-al-jurf-al-jurf-3-13578858.html,tel:+971508075372,Listed 3 days ago
NO COMMISION | 1BHK+STORE-FURNISHED | BEACH ACCESS,"170,000 AED/year","Fairmont Marina Residences, The Marina, Abu Dhabi",1,2,997 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-the-marina-fairmont-marina-residences-13546633.html,tel:+971565029534,Listed 7 days ago
Spacious 3BHK|Master bedroom| Corniche View,"82,000 AED/year","Al Ghazal Tower, Al Khan Lagoon, Al Khan, Sharjah",3,3,"2,511 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-khan-al-khan-lagoon-al-ghazal-tower-12925244.html,tel:+97142815071,Listed 2 months ago
"For rent, one-bedroom apartment, Al-Rashidiya","26,000 AED/year","Al Rashidiya Towers, Ajman Downtown, Ajman",1,1,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-al-rashidiya-towers-13519711.html,tel:+971582069890,Listed 10 days ago
Best Price | Good Location | Comfortable | Spacious,"260,000 AED/year","Al Salam, Mudon, Dubai",4,4,"3,782 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-mudon-al-salam-13264307.html,tel:+971549980417,Listed 1 month ago
"3BHK Fully Equipped Gym, Balcony, and Spacious","60,000 AED/year","Al Mahatta, Al Qasimia, Sharjah",3,4,"2,300 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-qasimia-al-mahatta-13456294.html,tel:+971565384178,Listed 17 days ago
2BHKApartment for Rent with Beautiful Parkin,"46,000 AED/year","Al Nad, Al Qasimia, Sharjah",2,3,"1,700 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-qasimia-al-nad-13455171.html,tel:+971565384178,Listed 17 days ago
OPPOSITE SAHARA GET 2BHK FOR ALL NATIONALITIES,"41,999 AED/year","Lootah Tower, Al Nahda, Sharjah",2,2,"1,400 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-nahda-lootah-tower-13563397.html,tel:+971565098184,Listed 4 days ago
Brand New 1Bed Balcony  Gym+Pool Free Parking,"44,000 AED/year","Muwaileh Commercial, Sharjah",1,2,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-commercial-13478567.html,tel:+971565086389,Listed 15 days ago
Prestigious and Elegant Tower | Amazing Facilities,"160,000 AED/year","Nation Towers, Corniche Road, Abu Dhabi",3,4,"1,829 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-corniche-road-nation-towers-13532327.html,tel:+971506347911,Listed 8 days ago
! Ready To Move 4 | Master Rooms | For Rent Hoshi.,"130,000 AED/year","Al Hooshi Villas, Hoshi, Al Badie, Sharjah",4,6,"4,800 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-sharjah-al-badie-hoshi-al-hooshi-villas-13578452.html,tel:+971565031688,Listed 3 days ago
BRAND NEW | CORNER UNIT | PRIME LOCATION,"75,000 AED/year","Building 148 to Building 202, Mogul Cluster, Discovery Gardens, Dubai",1,2,919 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-discovery-gardens-mogul-cluster-building-148-to-building-202-13414662.html,tel:+971502071926,Listed 22 days ago
Luxury Villa 4 Rent in Al Yasmeen Prime Location,"110,000 AED/year","Al Yasmeen 1, Al Yasmeen, Ajman",5,7,"3,014 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ajman-al-yasmeen-al-yasmeen-1-13463210.html,tel:+971505985413,Listed 16 days ago
BRIGHT 2BR FLAT FOR FAMLIY IN PRIME LOCATION,"47,000 AED/year","Al Majaz 3, Al Majaz, Sharjah",2,3,"1,600 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-3-13591360.html,tel:+971529063446,Listed 1 day ago
European Luxury Fully Furnished Studio 3500Monthly,"40,000 AED/year","Khalifa City A Villas, Khalifa City A, Khalifa City, Abu Dhabi",studio,1,650 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-khalifa-city-khalifa-city-a-khalifa-city-a-villas-13556573.html,tel:+971527933086,Listed 5 days ago
4-Bedroom Apartment | Maid Room | Full Sea View,"140,000 AED/year","3 Sails Tower, Corniche Road, Abu Dhabi",4,4,"2,200 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-corniche-road-3-sails-tower-13518933.html,tel:+971506192416,Listed 10 days ago
"Two rooms and a hall,, with a balcony","44,000 AED/year","Al Rawda 3, Al Rawda, Ajman",2,2,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rawda-al-rawda-3-13581192.html,tel:+971553464319,Listed 2 days ago
Chiller free 3Bhk 4bath gym-pool 1Month free 75k,"75,000 AED/year","Al Mamzar Tower, Al Mamzar - Sharjah, Sharjah",3,4,"2,450 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-mamzar-sharjah-al-mamzar-tower-13212871.html,tel:+971565045700,Listed 1 month ago
Ready To Move | Premium Location | Great Community,"160,000 AED/year","Noya Viva, Noya, Yas Island, Abu Dhabi",3,4,"1,816 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-abu-dhabi-yas-island-noya-noya-viva-13258392.html,tel:+971501178865,Listed 1 month ago
Charming Villa | Private Garden | Prime Location,"330,000 AED/year","Al Safa 2 Villas, Al Safa 2, Al Safa, Dubai",4,4,"4,500 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-al-safa-al-safa-2-al-safa-2-villas-13594346.html,tel:+971565445741,Listed 1 day ago
Upgraded | Marina view | Ready to move in,"280,000 AED/year","Al Sahab 2, Al Sahab, Dubai Marina, Dubai",3,4,"2,205 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-al-sahab-al-sahab-2-9519332.html,tel:+971569701055,Listed more than 6 months ago
SINGLE ROW | VACANT | BEST UNIT | PARKSIDE 2,"109,998 AED/year","Parkside 2, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"1,986 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-dubai-south-dubai-world-central-emaar-south-parkside-2-13505197.html,tel:+971506209408,Listed 11 days ago
Fully Furnished I Upgraded  I Ready To Move,"135,000 AED/year","Wasl1, Al Kifaf, Bur Dubai, Dubai",1,2,"1,128 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-bur-dubai-wasl1-13337699.html,tel:+971506121187,Listed 1 month ago
Best offer 1bhk apartment in Tiraz aljada community,"54,995 AED/year","Tiraz 2, Aljada, Sharjah",1,2,800 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-tiraz-2-13197026.html,tel:+971569016210,Listed 1 month ago
Fully Furnished || Luxurious || Ready to Move in,"700,000 AED/year","The Residences JLT, Jumeirah Lake Towers, Dubai",4,5,"3,016 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-lake-towers-the-residences-jlt-13600059.html,tel:+971585409885,Listed 23 hours ago
Spacious Villa | Ready to Move | Great Layout,"650,000 AED/year","Aspens, Yas Acres, Yas Island, Abu Dhabi",6,7,"7,136 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-yas-island-yas-acres-aspens-13403785.html,tel:+971568596490,Listed 24 days ago
"Apartments for annual rent for families only, Ajman","36,000 AED/year","Sheikh Jaber Al Sabah Street, Al Naimiya, Al Nuaimiya, Ajman",2,2,"1,350 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-nuaimiya-al-naimiya-sheikh-jaber-al-sabah-street-13560266.html,tel:+971509776434,Listed 4 days ago
Cozy Unit with Burj Khalifa View | Prime Area,"110,000 AED/year","Bellevue Tower 2, Bellevue Towers, Downtown Dubai, Dubai",1,2,708 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-bellevue-towers-bellevue-tower-2-13137376.html,tel:+971565033996,Listed 2 months ago
2BHK  |  spacious  living  room  with  a  balcony,"35,000 AED/year","Al Majaz 1, Al Majaz, Sharjah",2,3,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-1-13515978.html,tel:+971565072758,Listed 10 days ago
Sea view | One Month Free | Gym and Pool Free |,"64,900 AED/year","Al Taawun Street, Al Taawun, Sharjah",3,3,"2,100 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-taawun-al-taawun-street-13385990.html,tel:+971506391655,Listed 26 days ago
"near the Corniche, and services ,near bus station.","42,000 AED/year","Al Rashidiya 3, Al Rashidiya, Ajman",2,2,"1,600 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rashidiya-al-rashidiya-3-13590700.html,tel:+971501812068,Listed 1 day ago
Prime Location | Upgraded Unit | Fully Furnished,"640,000 AED/year","FIVE Palm Jumeirah, Palm Jumeirah, Dubai",3,4,"2,325 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-palm-jumeirah-five-palm-jumeirah-13487917.html,tel:+971565076137,Listed 14 days ago
Marina View | Spacious | Well Maintained,"130,000 AED/year","Sadaf 7, Sadaf, Jumeirah Beach Residence, Dubai",2,3,"1,432 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-sadaf-sadaf-7-13263565.html,tel:+971551249639,Listed 1 month ago
Fully Furnished 1BHK +Balcony I Ready to Move,"80,000 AED/year","The Square Tower, Jumeirah Village Circle, Dubai",1,2,831 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-the-square-tower-13047116.html,tel:+971569989761,Listed 2 months ago
Breathtaking City Views From Stunning Balconies,"95,000 AED/year","Hamdan Street, Abu Dhabi",2,3,"1,850 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-hamdan-street-13589669.html,tel:+971506600267,Listed 2 days ago
"1bhk in Al Jurf 3 area, special price","28,000 AED/year","Al Jurf 3, Al Jurf, Ajman Downtown, Ajman",1,2,"1,300 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-al-jurf-al-jurf-3-13365979.html,tel:+971564189681,Listed 29 days ago
LUXURIOUS 2BR DUPLEX WITH STUDY  | VACANT,"178,000 AED/year","The Lofts West, The Lofts, Downtown Dubai, Dubai",2,2,"1,691 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-the-lofts-the-lofts-west-13366775.html,tel:+971564105232,Listed 29 days ago
Real Listing | Vacant Now | 4+Maids,"210,000 AED/year","Spring, Arabian Ranches 3, Dubai",4,4,"2,530 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-arabian-ranches-3-spring-13606590.html,tel:+971569908618,Listed 1 hour ago
"Best view with balcony, free parking, gym,and pool","65,000 AED/year","Al Majaz 3, Al Majaz, Sharjah",2,3,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-3-13488723.html,tel:+971501172532,Listed 14 days ago
Exclusive Villa | Spacious 3 BR | Fully Furnished,"140,000 AED/year","Al Hamra Village Villas, Al Hamra Village, Ras Al Khaimah",3,3,"1,800 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ras-al-khaimah-al-hamra-village-al-hamra-village-villas-13312781.html,tel:+971549970107,Listed 1 month ago
Exquisite 3BHK Villa | Elegant Premium Living,"105,000 AED/year","Hadbat Al Zafranah, Muroor Area, Abu Dhabi",3,4,"3,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-muroor-area-hadbat-al-zafranah-13521593.html,tel:+971501274154,Listed 10 days ago
Vacant | Modern Design | Spacious,"374,998 AED/year","Address Fountain Views Hotel, The Address Residence Fountain Views, Downtown Dubai, Dubai",2,3,"1,580 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-the-address-residence-fountain-views-address-fountain-views-hotel-13545644.html,tel:+971565041476,Listed 7 days ago
Luxery one Bhk with balcony  Khalifa city A,"52,000 AED/year","Khalifa City A Villas, Khalifa City A, Khalifa City, Abu Dhabi",1,1,980 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-khalifa-city-khalifa-city-a-khalifa-city-a-villas-13467270.html,tel:+971581362006,Listed 16 days ago
Spacious layout | Prime Location | Gated Community,"130,000 AED/year","Al Jazirah Al Hamra, Ras Al Khaimah",3,6,"14,532 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ras-al-khaimah-al-jazirah-al-hamra-13603794.html,tel:+971501729625,Listed 5 hours ago
European Style Unfurnished Big Size Studio | KCA,"35,000 AED/year","Khalifa City A Villas, Khalifa City A, Khalifa City, Abu Dhabi",studio,1,850 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-khalifa-city-khalifa-city-a-khalifa-city-a-villas-13416414.html,tel:+971555377606,Listed 22 days ago
Luxery one Bhk with balcony  Khalifa city A,"52,000 AED/year","Khalifa City A Villas, Khalifa City A, Khalifa City, Abu Dhabi",1,1,980 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-khalifa-city-khalifa-city-a-khalifa-city-a-villas-13467270.html,tel:+971581362006,Listed 16 days ago
Stylish 2BHK Marina with Breathtaking Sea Views,"68,500 AED/year","Marina Apartments A, Al Hamra Marina Residences, Al Hamra Village, Ras Al Khaimah",2,2,"1,259 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-hamra-village-al-hamra-marina-residences-marina-apartments-a-13475958.html,tel:+971521112367,Listed 15 days ago
Near Park | Brand NEW | Ready to Move in,"470,000 AED/year","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",4,5,"4,031 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-tilal-al-ghaf-harmony-harmony-2-13134650.html,tel:+97144090915,Listed 2 months ago
Neat N Clean | Modern Design|Near To Hazza Stadium,"46,000 AED/year","Al Zaafaran, Al Khabisi, Al Ain",2,2,"1,200 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-al-ain-al-khabisi-al-zaafaran-13111687.html,tel:+971502459628,Listed 2 months ago
New Renovate 1Bhk with Easy Mawaqif parking,"55,000 AED/year","Al Hazem Tower, Al Nahyan, Abu Dhabi",1,1,845 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-nahyan-al-hazem-tower-13605168.html,tel:+971522162176,Listed 3 hours ago
1BHK | BALCONY | GYM | Swimming pool VIEW,"54,999 AED/year","The Boulevard 2, Aljada, Sharjah",1,2,842 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-the-boulevard-2-13402251.html,tel:+971506261809,Listed 24 days ago
Modern Style 4BR villa Gated community,"140,000 AED/year","Tilal City B, Tilal City, Sharjah",4,5,"5,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-sharjah-tilal-city-tilal-city-b-12922271.html,tel:+971565049860,Listed 2 months ago
Villa For Rent in Al Yasmeen Area 6 Rooms With,"110,000 AED/year","Al Yasmeen 1, Al Yasmeen, Ajman",6,7+,"4,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ajman-al-yasmeen-al-yasmeen-1-13555303.html,tel:+971553277043,Listed 6 days ago
Biggest 2 Bedrooms | Full Water View | Brand New,"400,000 AED/year","Grand Bleu Tower 2, EMAAR Beachfront, Dubai Harbour, Dubai",2,2,"1,501 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-grand-bleu-tower-2-13539272.html,tel:+971565052558,Listed 8 days ago
PEACEFULL 1BR | READY TO MOVE IN | BURJ VIEW,"110,000 AED/year","SOL Avenue, Business Bay, Dubai",1,2,863 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-sol-avenue-13515378.html,tel:+971585255008,Listed 10 days ago
Wonderful apartment for rent in Ajman,"45,000 AED/year","Al Mowaihat 2, Al Mowaihat, Ajman",2,3,"1,550 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-2-13366118.html,tel:+971501486000,Listed 29 days ago
Large Garden I Corner unit I Bright 2-Bedroom,"180,000 AED/year","Al Reem 2, Al Reem, Arabian Ranches, Dubai",2,3,"1,903 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-arabian-ranches-al-reem-al-reem-2-13082358.html,tel:+971549945010,Listed 2 months ago
Fully Furnished | Ready To Move | Spacious Unit,"74,999 AED/year","Gardenia 1, Emirates Gardens 1, Jumeirah Village Circle, Dubai",1,2,"1,015 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-emirates-gardens-1-gardenia-1-13333543.html,tel:+971565083197,Listed 1 month ago
Wonderful apartment for rent in Ajman,"45,000 AED/year","Al Mowaihat 2, Al Mowaihat, Ajman",2,3,"1,550 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-2-13366118.html,tel:+971501486000,Listed 29 days ago
Large Garden I Corner unit I Bright 2-Bedroom,"180,000 AED/year","Al Reem 2, Al Reem, Arabian Ranches, Dubai",2,3,"1,903 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-arabian-ranches-al-reem-al-reem-2-13082358.html,tel:+971549945010,Listed 2 months ago
Fully Furnished | Ready To Move | Spacious Unit,"74,999 AED/year","Gardenia 1, Emirates Gardens 1, Jumeirah Village Circle, Dubai",1,2,"1,015 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-emirates-gardens-1-gardenia-1-13333543.html,tel:+971565083197,Listed 1 month ago
SPECIOUS 6BR| PRIVATE POOL &amp; PARKING| CALL NOW,"200,000 AED/year","Mohamed Bin Zayed City Villas, Mohamed Bin Zayed City, Abu Dhabi",6,7,"5,985 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-mohamed-bin-zayed-city-mohamed-bin-zayed-city-villas-13532784.html,tel:+971551999402,Listed 8 days ago
For annual rent : a room and a hall in Al Hamidiya,"32,000 AED/year","Ajman Creek Towers, Al Rashidiya 1, Al Rashidiya, Ajman",1,2,900 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rashidiya-al-rashidiya-1-ajman-creek-towers-13452451.html,tel:+971527245475,Listed 17 days ago
4 Bed + Maid  | Type 1 | Park facing,"230,000 AED/year","The Dreamz, Al Furjan, Dubai",4,6,"3,300 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-al-furjan-the-dreamz-13113797.html,tel:+971544082000,Listed 2 months ago
Prime Location | Open View | Balcony Family Tower,"46,000 AED/year","Al Mamzar, Al Mamzar - Sharjah, Sharjah",2,2,"1,450 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-mamzar-sharjah-al-mamzar-13363154.html,tel:+971506391655,Listed 29 days ago
Incredible Value | One Month Free | Simplex 3 BHK,"180,000 AED/year","Al Marasy, Al Bateen, Abu Dhabi",3,4,"2,142 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-bateen-al-marasy-13396486.html,tel:+971565202707,Listed 24 days ago
The Capacious &amp; Brand New Apartment with Balcony.,"48,000 AED/year","Al Mamsha, Muwaileh, Sharjah",1,1,650 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-al-mamsha-13143240.html,tel:+971501369851,Listed 1 month ago
